product,layer,actual_contract,start_date,end_date,reason
fg,actual_1w_roll_segment,FG1605,2015-12-02,2016-04-06,"trading parameter gate failed for FG1605 on 2016-04-06: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'fg', 'contract_code': 'FG1605', 'trade_date': "
fg,actual_1w_roll_segment,FG1609,2016-04-07,2016-08-11,"trading parameter gate failed for FG1609 on 2016-08-11: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'fg', 'contract_code': 'FG1609', 'trade_date': "
fg,actual_1w_roll_segment,FG1701,2016-08-12,2016-12-02,"trading parameter gate failed for FG1701 on 2016-12-02: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'fg', 'contract_code': 'FG1701', 'trade_date': "
fg,actual_1w_roll_segment,FG1705,2016-12-05,2017-04-11,"trading parameter gate failed for FG1705 on 2017-04-11: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'fg', 'contract_code': 'FG1705', 'trade_date': "
fu,actual_1w_roll_segment,FU0503,2005-01-04,2005-02-25,"trading parameter gate failed for FU0503 on 2005-02-25: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0505,2005-02-28,2005-03-16,"trading parameter gate failed for FU0505 on 2005-03-16: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0506,2005-03-17,2005-04-14,"trading parameter gate failed for FU0506 on 2005-04-14: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0507,2005-04-15,2005-05-23,"trading parameter gate failed for FU0507 on 2005-05-23: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0508,2005-05-24,2005-06-15,"trading parameter gate failed for FU0508 on 2005-06-15: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0509,2005-06-16,2005-07-08,"trading parameter gate failed for FU0509 on 2005-07-08: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0510,2005-07-11,2005-08-03,"trading parameter gate failed for FU0510 on 2005-08-03: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0511,2005-08-04,2005-09-08,"trading parameter gate failed for FU0511 on 2005-09-08: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0512,2005-09-09,2005-10-18,"trading parameter gate failed for FU0512 on 2005-10-18: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0602,2005-10-19,2005-11-30,"trading parameter gate failed for FU0602 on 2005-11-30: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0603,2005-12-01,2006-01-05,"trading parameter gate failed for FU0603 on 2006-01-05: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0604,2006-01-06,2006-02-08,"trading parameter gate failed for FU0604 on 2006-02-08: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0605,2006-02-09,2006-03-06,"trading parameter gate failed for FU0605 on 2006-03-06: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0606,2006-03-07,2006-04-04,"trading parameter gate failed for FU0606 on 2006-04-04: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0607,2006-04-05,2006-05-10,"trading parameter gate failed for FU0607 on 2006-05-10: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0608,2006-05-11,2006-06-07,"trading parameter gate failed for FU0608 on 2006-06-07: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0609,2006-06-08,2006-07-18,"trading parameter gate failed for FU0609 on 2006-07-18: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0610,2006-07-19,2006-08-17,"trading parameter gate failed for FU0610 on 2006-08-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0611,2006-08-18,2006-09-14,"trading parameter gate failed for FU0611 on 2006-09-14: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0612,2006-09-15,2006-10-23,"trading parameter gate failed for FU0612 on 2006-10-23: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0701,2006-10-24,2006-11-17,"trading parameter gate failed for FU0701 on 2006-11-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0703,2006-11-20,2007-01-17,"trading parameter gate failed for FU0703 on 2007-01-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0704,2007-01-18,2007-01-26,"trading parameter gate failed for FU0704 on 2007-01-26: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0705,2007-01-29,2007-03-14,"trading parameter gate failed for FU0705 on 2007-03-14: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0706,2007-03-15,2007-04-02,"trading parameter gate failed for FU0706 on 2007-04-02: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0707,2007-04-03,2007-05-10,"trading parameter gate failed for FU0707 on 2007-05-10: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0708,2007-05-11,2007-06-07,"trading parameter gate failed for FU0708 on 2007-06-07: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0709,2007-06-08,2007-07-09,"trading parameter gate failed for FU0709 on 2007-07-09: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0710,2007-07-10,2007-08-09,"trading parameter gate failed for FU0710 on 2007-08-09: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0711,2007-08-10,2007-09-05,"trading parameter gate failed for FU0711 on 2007-09-05: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0712,2007-09-06,2007-10-10,"trading parameter gate failed for FU0712 on 2007-10-10: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0801,2007-10-11,2007-11-09,"trading parameter gate failed for FU0801 on 2007-11-09: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0803,2007-11-12,2008-01-04,"trading parameter gate failed for FU0803 on 2008-01-04: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0805,2008-01-07,2008-03-17,"trading parameter gate failed for FU0805 on 2008-03-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0806,2008-03-18,2008-04-22,"trading parameter gate failed for FU0806 on 2008-04-22: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0807,2008-04-23,2008-05-21,"trading parameter gate failed for FU0807 on 2008-05-21: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0808,2008-05-22,2008-06-16,"trading parameter gate failed for FU0808 on 2008-06-16: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0809,2008-06-17,2008-07-15,"trading parameter gate failed for FU0809 on 2008-07-15: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0810,2008-07-16,2008-08-15,"trading parameter gate failed for FU0810 on 2008-08-15: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0811,2008-08-18,2008-09-17,"trading parameter gate failed for FU0811 on 2008-09-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0812,2008-09-18,2008-10-24,"trading parameter gate failed for FU0812 on 2008-10-24: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0902,2008-10-27,2008-12-11,"trading parameter gate failed for FU0902 on 2008-12-11: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0903,2008-12-12,2009-01-15,"trading parameter gate failed for FU0903 on 2009-01-15: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0905,2009-01-16,2009-03-09,"trading parameter gate failed for FU0905 on 2009-03-09: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0906,2009-03-10,2009-04-08,"trading parameter gate failed for FU0906 on 2009-04-08: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0907,2009-04-09,2009-05-08,"trading parameter gate failed for FU0907 on 2009-05-08: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0908,2009-05-11,2009-06-05,"trading parameter gate failed for FU0908 on 2009-06-05: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0909,2009-06-08,2009-07-08,"trading parameter gate failed for FU0909 on 2009-07-08: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0910,2009-07-09,2009-08-03,"trading parameter gate failed for FU0910 on 2009-08-03: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0911,2009-08-04,2009-09-08,"trading parameter gate failed for FU0911 on 2009-09-08: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU0912,2009-09-09,2009-10-14,"trading parameter gate failed for FU0912 on 2009-10-14: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU1001,2009-10-15,2009-11-16,"trading parameter gate failed for FU1001 on 2009-11-16: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU1003,2009-11-17,2009-12-29,"trading parameter gate failed for FU1003 on 2009-12-29: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU1005,2009-12-30,2010-03-17,"trading parameter gate failed for FU1005 on 2010-03-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU1006,2010-03-18,2010-04-28,"trading parameter gate failed for FU1006 on 2010-04-28: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU1007,2010-04-29,2010-05-18,"trading parameter gate failed for FU1007 on 2010-05-18: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU1009,2010-05-19,2010-07-30,"trading parameter gate failed for FU1009 on 2010-07-30: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU1010,2010-08-02,2010-08-19,"trading parameter gate failed for FU1010 on 2010-08-19: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU1011,2010-08-20,2010-09-17,"trading parameter gate failed for FU1011 on 2010-09-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
